title,price,preprice,discount,url,brand,sku,main_material,gender
ADIDAS IDAS LIT48 Advantage Base Tennis Shoes - Core Black,4153.0,5089.0,0.0018,https://www.jumia.com.eg/adidas-idas-lit48-advantage-base-tennis-shoes-core-black-51878567.html,adidas,AD537FS19LJJBNAFAMZ,mixed,Unisex
ADIDAS ADIDAS Vl Court 3.0 Shoes Sportswear Shoes - White,3215.0,5499.0,0.0042,https://www.jumia.com.eg/adidas-adidas-vl-court-3.0-shoes-sportswear-shoes-white-131457215.html,adidas,AD537FS2I2CUTNAFAMZ,leather,Unisex
ADIDAS LIT48 Advantage Base Tennis Shoes - Ftwr White,4155.0,5089.0,0.0018,https://www.jumia.com.eg/adidas-lit48-advantage-base-tennis-shoes-ftwr-white-51878610.html,adidas,AD537FS0106BRNAFAMZ,textile,Unisex
Nike Force 1 07 Nddc Sportswear Shoes,9574.0,11259.0,0.0015,https://www.jumia.com.eg/nike-force-1-07-nddc-sportswear-shoes-131477453.html,nike,NI948FS28NR1HNAFAMZ,synthetic,Unisex
ADIDAS IDAS Women Vl Court 3.0 Shoes -White,3178.5,5499.0,0.0043,https://www.jumia.com.eg/adidas-idas-women-vl-court-3.0-shoes-white-130482901.html,adidas,AD537FS1U1KWJNAFAMZ,leather,Men
ADIDAS Grand Court Lifestyle Tennis Lace-Up Shoes-FZ6158,2999.0,2999.0,0.0,https://www.jumia.com.eg/adidas-grand-court-lifestyle-tennis-lace-up-shoes-fz6158-133740907.html,adidas,AD537FS2TR2XPNAFAMZ,mixed,Unisex
ADIDAS Ultimashow 2.0 Shoes,2455.0,4199.0,0.0042,https://www.jumia.com.eg/adidas-ultimashow-2.0-shoes-133753130.html,adidas,AD537FS1PEK1HNAFAMZ,textile,Unisex
Skechers Bobs B Flex Lifestyle Shoes-118107-GRY,3968.3,5669.0,0.003,https://www.jumia.com.eg/skechers-bobs-b-flex-lifestyle-shoes-118107-gry-133644252.html,skechers,SK596FS22KFDLNAFAMZ,synthetic,Unisex
ADIDAS Men • Sportswear ADVANTAGE BASE COURT LIFESTYLE SHOES GW9284,2589.0,4999.0,0.0048,https://www.jumia.com.eg/adidas-men-sportswear-advantage-base-court-lifestyle-shoes-gw9284-30616003.html,adidas,AD537FS0HWBOJNAFAMZ,mixed,Men
ADIDAS IDAS Deportivo III Flexible Ground Boots,2799.0,2799.0,0.0,https://www.jumia.com.eg/adidas-idas-deportivo-iii-flexible-ground-boots-132013505.html,adidas,AD537FS2HMEHBNAFAMZ,synthetic,Unisex
Nike Tiempo Legend 10 Club Turf Soccer Shoes dv4345-002,4400.0,5500.0,0.002,https://www.jumia.com.eg/nike-tiempo-legend-10-club-turf-soccer-shoes-dv4345-002-131603131.html,nike,NI948FS1VCS51NAFAMZ,textile,Unisex
ADIDAS Lite Racer 4.0 Shoes - core black,3010.0,3799.0,0.0042,https://www.jumia.com.eg/adidas-lite-racer-4.0-shoes-core-black-130079880.html,adidas,AD537FS1SU1GRNAFAMZ,textile,Unisex
Lace Up Sneakers Painted For Women,224.0,224.0,0.0,https://www.jumia.com.eg/lace-up-sneakers-painted-for-women-generic-mpg943193.html,adidas,GE810FS13GF2MNAFAMZ,leather,Men
Nike W Court Vision Alta Ltr Laced Shoes - White,8851.0,10409.0,0.0015,https://www.jumia.com.eg/nike-w-court-vision-alta-ltr-laced-shoes-white-130605788.html,nike,NI948FS34DKWBNAFAMZ,mixed,Unisex
Nike Football boots Mercurial Superfly 10 Club MG fq8314-600,5599.2,6999.0,0.002,https://www.jumia.com.eg/nike-football-boots-mercurial-superfly-10-club-mg-fq8314-600-133862306.html,nike,NI948FS2NGCZ5NAFAMZ,synthetic,Unisex
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - White,7499.0,7499.0,0.0,https://www.jumia.com.eg/adidas-idas-duramo-speed-2-running-shoes-running-shoes-white-131457260.html,adidas,AD537FS1R9UMTNAFAMZ,textile,Unisex
Nike Quest 6 Sneakers,7819.0,9189.0,0.0015,https://www.jumia.com.eg/nike-quest-6-sneakers-130986512.html,nike,NI948FS20DN5ZNAFAMZ,textile,Unisex
ADIDAS IE8899 Ultimashow 2.0 Running Sneakers - White,4199.0,4199.0,0.0,https://www.jumia.com.eg/adidas-ie8899-ultimashow-2.0-running-sneakers-white-122958306.html,adidas,AD537FS2NHMKINAFAMZ,textile,Unisex
ADIDAS IDAS Breaknet 2.0 Shoes,4599.0,4599.0,0.0,https://www.jumia.com.eg/adidas-idas-breaknet-2.0-shoes-132958526.html,adidas,AD537FS2OSS3NNAFAMZ,synthetic,Unisex
ADIDAS IDAS VL Court 3.0 Shoes - White,3215.0,5499.0,0.0042,https://www.jumia.com.eg/adidas-idas-vl-court-3.0-shoes-white-130113581.html,adidas,AD537FS1YKJ6NNAFAMZ,leather,Unisex
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - White,7499.0,7499.0,0.0,https://www.jumia.com.eg/adidas-idas-duramo-speed-2-running-shoes-running-shoes-white-131457232.html,adidas,AD537FS21E7X1NAFAMZ,textile,Unisex
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - Grey,7499.0,7499.0,0.0,https://www.jumia.com.eg/adidas-idas-duramo-speed-2-running-shoes-running-shoes-grey-131457312.html,adidas,AD537FS209HV9NAFAMZ,textile,Unisex
ADIDAS IE8809 Runfalcon 5 Running Shoes - Blue,4199.0,4199.0,0.0,https://www.jumia.com.eg/adidas-ie8809-runfalcon-5-running-shoes-blue-122958303.html,adidas,AD537FS25MMF6NAFAMZ,textile,Unisex
ADIDAS IDAS LZW99 Kaptir 3.0 Running Shoes - Core Black,6274.5,6999.0,0.0011,https://www.jumia.com.eg/adidas-idas-lzw99-kaptir-3.0-running-shoes-core-black-51878607.html,adidas,AD537FS16332FNAFAMZ,mixed,Unisex
Reebok Court Clean Shoes - Black,6140.5,6639.0,0.0015,https://www.jumia.com.eg/reebok-court-clean-shoes-black-130148061.html,reebok,RE030FS1X432FNAFAMZ,leather,Unisex
ADIDAS IDAS LZW99 Kaptir 3.0 Running Shoes - Core Black,6764.0,8289.0,0.0018,https://www.jumia.com.eg/adidas-idas-lzw99-kaptir-3.0-running-shoes-core-black-51878606.html,adidas,AD537FS104R0NNAFAMZ,mixed,Unisex
Blue Bird Sport Shoes PL101 Tartan Orange,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl101-tartan-orange-132104867.html,blue bird,BL296FS2XAAPNNAFAMZ,faux leather,Unisex
Nike W Af1 Shadow Sportswear Shoes,9574.0,11259.0,0.0015,https://www.jumia.com.eg/nike-w-af1-shadow-sportswear-shoes-131477444.html,nike,NI948FS2E0NHHNAFAMZ,synthetic,Unisex
ADIDAS IDAS Vl Court 3.0 Shoes Sportswear Shoes - Green,4999.0,4999.0,0.0,https://www.jumia.com.eg/adidas-idas-vl-court-3.0-shoes-sportswear-shoes-green-131457301.html,adidas,AD537FS1TPQ7PNAFAMZ,leather,Unisex
ADIDAS Runfalcon 5 Running Shoes - core black,4199.0,4199.0,0.0,https://www.jumia.com.eg/adidas-runfalcon-5-running-shoes-core-black-130079883.html,adidas,AD537FS2AP1M3NAFAMZ,textile,Unisex
Skechers Bobs Squad Waves Sneakers - Black,6969.0,6969.0,0.0,https://www.jumia.com.eg/skechers-bobs-squad-waves-sneakers-black-130119075.html,skechers,SK596FS2LJ09RNAFAMZ,textile/synthetic,Unisex
ADIDAS IDAS Barreda Shoes Sportswear Shoes - White,2923.0,4999.0,0.0042,https://www.jumia.com.eg/adidas-idas-barreda-shoes-sportswear-shoes-white-131457294.html,adidas,AD537FS2GVHN9NAFAMZ,leather,Unisex
Women Sock Sneakers 0022 - Comfortable and Fashionable Footwear,214.0,214.0,0.0,https://www.jumia.com.eg/generic-women-sock-sneakers-0022-comfortable-and-fashionable-footwear-29446954.html,adidas,GE810FS0RD6FGNAFAMZ,mixed,Men
Blue Bird Sport Shoes PL102 Tartan Gray,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl102-tartan-gray-132104889.html,blue bird,BL296FS3ADU0RNAFAMZ,faux leather,Unisex
Blue Bird Sport Shoes PL102 Tartan Yellow.,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl102-tartan-yellow.-132104890.html,blue bird,BL296FS1TE96JNAFAMZ,faux leather,Unisex
Decathlon PW 100 Men's Fitness Walking Shoes - Grey,1199.0,1399.0,0.0014000000000000002,https://www.jumia.com.eg/decathlon-pw-100-mens-fitness-walking-shoes-grey-22748535.html,decathlon,DE787FS0VWI8INAFAMZ,mixed,Men
Blue Bird Sport Shoes PL101 Tartan Yellow,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl101-tartan-yellow-132104881.html,blue bird,BL296FS1YR5MJNAFAMZ,faux leather,Unisex
Blue Bird Sport Shoes PL103 Tartan Red.,399.0,1000.0,0.006,https://www.jumia.com.eg/blue-bird-sport-shoes-pl103-tartan-red.-132104873.html,blue bird,BL296FS2A2E4BNAFAMZ,faux leather,Unisex
ADIDAS IDAS Lit48 Tennis Footwear Shoes - Black,4116.0,5049.0,0.0018,https://www.jumia.com.eg/adidas-idas-lit48-tennis-footwear-shoes-black-52743371.html,adidas,AD537FS0ABJK5NAFAMZ,synthetic,Unisex
Nike Promina Footwear Shoes - Blackwhite,8273.0,9109.0,0.0009,https://www.jumia.com.eg/nike-promina-footwear-shoes-blackwhite-132049023.html,nike,NI948FS26N8EFNAFAMZ,synthetic,Unisex
Reebok Court Advance Shoes - Black,6351.0,7469.0,0.0015,https://www.jumia.com.eg/reebok-court-advance-shoes-black-130148022.html,reebok,RE030FS20OOP3NAFAMZ,leather,Unisex
ADIDAS VL Court 3.0 Shoes - White,3215.0,5499.0,0.0042,https://www.jumia.com.eg/adidas-vl-court-3.0-shoes-white-133849603.html,adidas,AD537FS25T8S1NAFAMZ,leather,Unisex
Nike W Air Winflo 10 Running Shoes,8660.0,10179.0,0.0015,https://www.jumia.com.eg/nike-w-air-winflo-10-running-shoes-131477441.html,nike,NI948FS1W5NC5NAFAMZ,synthetic,Unisex
Men's Genuine Leather Shoes - Perfect For Formal Occasions,689.99,950.0,0.0027,https://www.jumia.com.eg/generic-mens-genuine-leather-shoes-perfect-for-formal-occasions-107419248.html,adidas,GE810FS31Q07INAFAMZ,leather,Men
ADIDAS IDAS Ultrarun 5 Running Shoes Running Shoes - White,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-idas-ultrarun-5-running-shoes-running-shoes-white-131457246.html,adidas,AD537FS2PSZPXNAFAMZ,textile,Unisex
Blue Bird Sport Shoes PL102 Stars Gray.,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl102-stars-gray.-132104876.html,blue bird,BL296FS2RXE9NNAFAMZ,faux leather,Unisex
ADIDAS ADIDAS Lightshift Shoes Sportswear Shoes - White,5999.0,5999.0,0.0,https://www.jumia.com.eg/adidas-adidas-lightshift-shoes-sportswear-shoes-white-131457282.html,adidas,AD537FS24DDXXNAFAMZ,textile,Unisex
ADIDAS IDAS IG6412 Copa Pure 2 Club Flexible Ground Boots Kids - White,2441.0,2999.0,0.0019,https://www.jumia.com.eg/adidas-idas-ig6412-copa-pure-2-club-flexible-ground-boots-kids-white-119317781.html,adidas,AD537FS1YPOLBNAFAMZ,textile,Kids
ADIDAS ADIDAS Breaknet Sleek Shoes Sportswear Shoes - White,3999.0,3999.0,0.0,https://www.jumia.com.eg/adidas-adidas-breaknet-sleek-shoes-sportswear-shoes-white-131457273.html,adidas,AD537FS29QADXNAFAMZ,synthetic,Unisex
Nike Nsw Tiempo Trainer Footwear Shoes - Bluelegendwhite-Aluminum,9750.0,10729.0,0.0009,https://www.jumia.com.eg/nike-nsw-tiempo-trainer-footwear-shoes-bluelegendwhite-aluminum-132049027.html,nike,NI948FS2UGKLJNAFAMZ,synthetic,Unisex
Nike Jordan 1 Mid Se Sneakers – Men’s High-Top Athletic Footwear,12957.0,15229.0,0.0015,https://www.jumia.com.eg/nike-jordan-1-mid-se-sneakers-mens-high-top-athletic-footwear-130986525.html,nike,NI948FS2IU2X3NAFAMZ,leather,Men
Reebok Zig Dynamica 5 Shoes - Black,7294.0,8579.0,0.0015,https://www.jumia.com.eg/reebok-zig-dynamica-5-shoes-black-130148031.html,reebok,RE030FS1VBS93NAFAMZ,mesh,Unisex
Nike Court Vision Lo Nn P Footwear Shoes - Blackwhite,10341.0,11379.0,0.0009,https://www.jumia.com.eg/nike-court-vision-lo-nn-p-footwear-shoes-blackwhite-132049025.html,nike,NI948FS2IJWHZNAFAMZ,synthetic,Unisex
Nike Downshifter 13 Running Shoes,7091.0,7809.0,0.0009,https://www.jumia.com.eg/nike-downshifter-13-running-shoes-131625429.html,nike,NI948FS36KXDXNAFAMZ,synthetic,Unisex
Reebok Flexagon Energy Tr 4 Shoes-Low - Black,5689.0,6689.0,0.0015,https://www.jumia.com.eg/reebok-flexagon-energy-tr-4-shoes-low-black-130148023.html,reebok,RE030FS26N0QVNAFAMZ,mesh,Unisex
Nike Downshifter 13 Running Shoes,7091.0,7809.0,0.0009,https://www.jumia.com.eg/nike-downshifter-13-running-shoes-131625430.html,nike,NI948FS1PLCJPNAFAMZ,synthetic,Unisex
LC Waikiki Faux Leather Boy's Trainers,759.0,799.0,0.0005,https://www.jumia.com.eg/lc-waikiki-faux-leather-boys-trainers-133717069.html,lc waikiki,LC160FS38QHX1NAFAMZ,mixed,Kids
Nike M Air Max Alpha Trainer 6 Training Shoes,10636.0,11709.0,0.0009,https://www.jumia.com.eg/nike-m-air-max-alpha-trainer-6-training-shoes-131625433.html,nike,NI948FS27GCP1NAFAMZ,synthetic,Unisex
Nike Revolution 7 4E Footwear Shoes - Black/White,6795.0,7479.0,0.0009,https://www.jumia.com.eg/nike-revolution-7-4e-footwear-shoes-blackwhite-132049031.html,nike,NI948FS1VBZWNNAFAMZ,synthetic,Unisex
ADIDAS IDAS Crazychaos 2000 Shoes - ftwr white,3800.0,6499.0,0.0042,https://www.jumia.com.eg/adidas-idas-crazychaos-2000-shoes-ftwr-white-130079858.html,adidas,AD537FS32OF1NNAFAMZ,textile,Unisex
ADIDAS ADIDAS Grand Court Alpha Shoes Sportswear Shoes - Green,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-adidas-grand-court-alpha-shoes-sportswear-shoes-green-131457292.html,adidas,AD537FS24YTJPNAFAMZ,leather,Unisex
ADIDAS IDAS Barreda Decode Shoes Sportswear Shoes - Blue,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-idas-barreda-decode-shoes-sportswear-shoes-blue-131457243.html,adidas,AD537FS27XZKLNAFAMZ,leather,Unisex
Nike Court Vision Lo Nn Footwear Shoes - Cargokhakicargokhaki-Sail,8273.0,9109.0,0.0009,https://www.jumia.com.eg/nike-court-vision-lo-nn-footwear-shoes-cargokhakicargokhaki-sail-132049016.html,nike,NI948FS2NWSXZNAFAMZ,synthetic,Unisex
Reebok Smash Edge S Shoes-Low - White,6468.0,7599.0,0.0015,https://www.jumia.com.eg/reebok-smash-edge-s-shoes-low-white-130148021.html,reebok,RE030FS1UQCNBNAFAMZ,leather,Unisex
mintra a Sports Shoe for Men - Brilliant White/Galaxy Blue,1299.0,1299.0,0.0,https://www.jumia.com.eg/mintra-a-sports-shoe-for-men-brilliant-whitegalaxy-blue-131931656.html,mintra,MI869FS2QLOIHNAFAMZ,leather,Men
ADIDAS IDAS Ultrarun 5 Running Shoes Running Shoes - Black,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-idas-ultrarun-5-running-shoes-running-shoes-black-131457247.html,adidas,AD537FS2VRBRPNAFAMZ,textile,Unisex
Nike Court Shot Footwear Shoes - Blackwhite,8568.0,9429.0,0.0009,https://www.jumia.com.eg/nike-court-shot-footwear-shoes-blackwhite-132049021.html,nike,NI948FS1UQKAVNAFAMZ,synthetic,Unisex
Diadora Brasil Elite Football Boots for Adults - Black/Gold,2490.0,2490.0,0.0,https://www.jumia.com.eg/diadora-brasil-elite-football-boots-for-adults-blackgold-106660986.html,diadora,DI391FS2SK97ONAFAMZ,leather,Unisex
mintra a Sports Shoe for Men - Pirate Black/Jet Black,1599.0,1599.0,0.0,https://www.jumia.com.eg/mintra-a-sports-shoe-for-men-pirate-blackjet-black-131931661.html,mintra,MI869FS1XFFVDNAFAMZ,synthetic,Men
Flat Sneaker Shoes Casual For Kids - Blue,600.0,750.0,0.0027,https://www.jumia.com.eg/generic-flat-sneaker-shoes-casual-for-kids-blue-39243030.html,adidas,GE810FS01T19XNAFAMZ,leather,Kids
Under Armour UA Charged Assert 10 Running Shoes,6382.0,7029.0,0.0009,https://www.jumia.com.eg/under-armour-ua-charged-assert-10-running-shoes-132883512.html,under armour,UN040FS20CZYFNAFAMZ,mixed,Unisex
ADIDAS IDAS RUN 70s 2.0 Shoes,4999.0,4999.0,0.0,https://www.jumia.com.eg/adidas-idas-run-70s-2.0-shoes-132013498.html,adidas,AD537FS34S5WVNAFAMZ,leather,Unisex
Diadora GoalPulse Football Shoes - Blue,1743.0,2490.0,0.003,https://www.jumia.com.eg/diadora-goalpulse-football-shoes-blue-113871858.html,diadora,DI391FS32MPYFNAFAMZ,mixed,Unisex
Reebok Smash Edge S Shoes-Low - Black,6468.0,7599.0,0.0015,https://www.jumia.com.eg/reebok-smash-edge-s-shoes-low-black-130148069.html,reebok,RE030FS38QRGNNAFAMZ,leather,Unisex
Activ Athletic Hiking Water Shoes For Swimming - Yellow & Black,425.0,999.0,0.005699999999999999,https://www.jumia.com.eg/activ-athletic-hiking-water-shoes-for-swimming-yellow-black-91509672.html,activ,AC452FS0GHI53NAFAMZ,synthetic,Unisex
Blue Bird Sport Shoes PL101 Stars Yellow,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl101-stars-yellow-132104880.html,blue bird,BL296FS1SSTKRNAFAMZ,faux leather,Unisex
Diadora GoalPulse Football Shoes - Black,1743.0,2490.0,0.003,https://www.jumia.com.eg/diadora-goalpulse-football-shoes-black-113871857.html,diadora,DI391FS2WODWNNAFAMZ,mixed,Unisex
ADIDAS IDAS Supernova Ease Shoes Running Shoes - Black,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-idas-supernova-ease-shoes-running-shoes-black-131457245.html,adidas,AD537FS2JUNO5NAFAMZ,textile,Unisex
ADIDAS Runfalcon 5 Running Shoes,2455.0,4199.0,0.0042,https://www.jumia.com.eg/adidas-runfalcon-5-running-shoes-133686223.html,adidas,AD537FS26QZ4PNAFAMZ,synthetic,Unisex
Nike Flex Experience Rn 11 Running Shoes,5511.0,6479.0,0.0015,https://www.jumia.com.eg/nike-flex-experience-rn-11-running-shoes-131477390.html,nike,NI948FS1T4C5HNAFAMZ,synthetic,Unisex
Nike Court Vision Lo Na Footwear Shoes - Greyfogblack-White,10341.0,11379.0,0.0009,https://www.jumia.com.eg/nike-court-vision-lo-na-footwear-shoes-greyfogblack-white-132049026.html,nike,NI948FS2OI8JRNAFAMZ,synthetic,Unisex
ADIDAS Grand Court Alpha 00S Shoes Motorsport Shoes - Black,6999.0,6999.0,0.0,https://www.jumia.com.eg/adidas-grand-court-alpha-00s-shoes-motorsport-shoes-black-131457276.html,adidas,AD537FS2RLAJ9NAFAMZ,leather,Unisex
Blue Bird Sport Shoes PL101 Stars Black,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl101-stars-black-132104882.html,blue bird,BL296FS24PHOBNAFAMZ,faux leather,Unisex
Anta Running Shoes for Men - Multi Color,3012.0,3539.0,0.0015,https://www.jumia.com.eg/anta-running-shoes-for-men-multi-color-131359492.html,anta,AN244FS253J81NAFAMZ,mixed,Men
Nike Juniper Trail 2 Gtx Running Shoes,9053.0,10639.0,0.0015,https://www.jumia.com.eg/nike-juniper-trail-2-gtx-running-shoes-131477450.html,nike,NI948FS1QSQW5NAFAMZ,synthetic,Unisex
Reebok Court Advance Low Shoes - White,6669.0,7839.0,0.0015,https://www.jumia.com.eg/reebok-court-advance-low-shoes-white-130148058.html,reebok,RE030FS326ZT3NAFAMZ,leather,Unisex
Reebok Energen Tech Shoes-Low - Blue,6008.0,7059.0,0.0015,https://www.jumia.com.eg/reebok-energen-tech-shoes-low-blue-130148036.html,reebok,RE030FS2P3GHZNAFAMZ,mesh,Unisex
Nike Court Shot Footwear Shoes - Whiteunivred,8568.0,9429.0,0.0009,https://www.jumia.com.eg/nike-court-shot-footwear-shoes-whiteunivred-132049022.html,nike,NI948FS20OWCNNAFAMZ,synthetic,Unisex
Activ Mesh Iron Grey With Touch Of Orange Water Shoes,425.0,1299.0,0.0067,https://www.jumia.com.eg/activ-mesh-iron-grey-with-touch-of-orange-water-shoes-103774069.html,activ,AC452FS38PZEANAFAMZ,synthetic,Unisex
Blue Bird Sport Shoes PL102 Tartan Orange,299.0,1000.0,0.006999999999999999,https://www.jumia.com.eg/blue-bird-sport-shoes-pl102-tartan-orange-132104888.html,blue bird,BL296FS34FHYZNAFAMZ,faux leather,Unisex
Activ Athletic Hiking Water Shoes For Swimming - Yellow & Black,425.0,999.0,0.005699999999999999,https://www.jumia.com.eg/activ-athletic-hiking-water-shoes-for-swimming-yellow-black-91509699.html,activ,AC452FS1NCPP3NAFAMZ,synthetic,Unisex
Activ Athletic Hiking Water Shoes For Swimming - Black & Green,425.0,999.0,0.005699999999999999,https://www.jumia.com.eg/activ-athletic-hiking-water-shoes-for-swimming-black-green-91509676.html,activ,AC452FS14AUC7NAFAMZ,synthetic,Unisex
ADIDAS Runfalcon 5 Shoes-IE8593,1919.4,3199.0,0.004,https://www.jumia.com.eg/adidas-runfalcon-5-shoes-ie8593-133884584.html,adidas,AD537FS2GFX0HNAFAMZ,textile,Unisex
Blue Bird Sport Shoes PL103 Stars Black.,399.0,1000.0,0.006,https://www.jumia.com.eg/blue-bird-sport-shoes-pl103-stars-black.-132104869.html,blue bird,BL296FS396YT7NAFAMZ,faux leather,Unisex
Blue Bird Sport Shoes PL103 Tartan Blue.,399.0,1000.0,0.006,https://www.jumia.com.eg/blue-bird-sport-shoes-pl103-tartan-blue.-132104866.html,blue bird,BL296FS2RBYNVNAFAMZ,faux leather,Unisex
Blue Brid Sports Shoes MERLIN,299.0,600.0,0.005,https://www.jumia.com.eg/blue-brid-sports-shoes-merlin-53851429.html,blue brid,BL300FS1J0SIJNAFAMZ,rubber,Unisex
Blue Bird Sport Shoes PL104 Tartan Black.,399.0,1000.0,0.006,https://www.jumia.com.eg/blue-bird-sport-shoes-pl104-tartan-black.-132104886.html,blue bird,BL296FS2SITVFNAFAMZ,faux leather,Unisex
Blue Brid Sports Shoes ME Synthetic Turf,299.0,600.0,0.005,https://www.jumia.com.eg/blue-brid-sports-shoes-me-synthetic-turf-53851439.html,blue brid,BL300FS1JM84BNAFAMZ,mixed,Unisex
Shoozy Casual Slip On Ballerina - Black,500.0,500.0,0.0,https://www.jumia.com.eg/shoozy-casual-slip-on-ballerina-black-30316334.html,shoozy,SH908FS0PTDSNNAFAMZ,suede,Unisex
Womens Sneakers Female Loafers Shoes-Black,1099.0,2198.0,0.005,https://www.jumia.com.eg/fashion-womens-sneakers-female-loafers-shoes-black-132033181.html,adidas,BR968FS1YC00VNAFAMZ,leather,Men
Casual Leather Shoes,210.0,325.0,0.0034999999999999996,https://www.jumia.com.eg/generic-casual-leather-shoes-38468747.html,adidas,GE810FS18IXMBNAFAMZ,leather,Unisex
Desert Women's Fashion Sneakers – Side Colored Design,528.0,699.0,0.0024,https://www.jumia.com.eg/desert-womens-fashion-sneakers-side-colored-design-133650280.html,desert,DE403FS1SF801NAFAMZ,leather,Men
Defacto Girl Thick Sole Eva Sandals,499.0,599.0,0.0017000000000000001,https://www.jumia.com.eg/defacto-girl-thick-sole-eva-sandals-131598224.html,defacto,DE196FS2CPRAHNAFAMZ,mixed,Kids
Carlos Children's Flat Slippers for Summer - Comfortable and Stylish,125.0,325.0,0.0062,https://www.jumia.com.eg/carlos-childrens-flat-slippers-for-summer-comfortable-and-stylish-63645871.html,carlos,CA441FS0AMOQ4NAFAMZ,mixed,Unisex
Nike Shoes Casual Star Runner -DX7614-100,3200.0,4000.0,0.002,https://www.jumia.com.eg/nike-shoes-casual-star-runner-dx7614-100-133602142.html,nike,NI948FS21WC3DNAFAMZ,textile,Unisex
Glitter Women Sneakers - Black,601.0,940.0,0.0036,https://www.jumia.com.eg/glitter-women-sneakers-black-133836622.html,glitter,GL733FS21140PNAFAMZ,suede,Men
Casual Leather Shoes,210.0,325.0,0.0034999999999999996,https://www.jumia.com.eg/generic-casual-leather-shoes-38597681.html,adidas,GE810FS0B4D9BNAFAMZ,leather,Unisex
Skechers LACE UP SKECH-AIR DYNAMIGHT 2.0,5399.0,5399.0,0.0,https://www.jumia.com.eg/skechers-lace-up-skech-air-dynamight-2.0-133832764.html,skechers,SK596FS2FCSU1NAFAMZ,mixed,Unisex
Boy's Silcon Velcro Sandal,175.0,250.0,0.003,https://www.jumia.com.eg/generic-boys-silcon-velcro-sandal-46946025.html,adidas,GE810FS0UZXL0NAFAMZ,mixed,Kids
Darkwood Genuine Leather Elastic Heeled Ballerina - Mink,1269.0,2115.0,0.004,https://www.jumia.com.eg/darkwood-genuine-leather-elastic-heeled-ballerina-mink-4327145.html,darkwood,DA247FA0W93N8NAFAMZ,mixed,Unisex
Mr Joe Pointed Slip On Textured Leather Flats - Gold,719.2,989.0,0.0027,https://www.jumia.com.eg/mr-joe-pointed-slip-on-textured-leather-flats-gold-38655364.html,mr joe,MR207FS0RLK9VNAFAMZ,leather,Unisex
Leazus Genuine Leather Casual Shoe - Havan,1550.0,1550.0,0.0,https://www.jumia.com.eg/generic-leazus-genuine-leather-casual-shoe-havan-29704317.html,adidas,GE810FS16H2WONAFAMZ,mixed,Unisex
Toobaco Boys Casual Leather Sneakers,159.0,325.0,0.0051,https://www.jumia.com.eg/toobaco-boys-casual-leather-sneakers-38729795.html,toobaco,TO921FS0ZLKENNAFAMZ,leather,Kids
Leazus Genuine Leather CLOG Slipper Havana,1650.0,1650.0,0.0,https://www.jumia.com.eg/generic-leazus-genuine-leather-clog-slipper-havana-133836545.html,adidas,GE810FS2K0U7TNAFAMZ,mixed,Unisex
ADIDAS IDAS DBF11 Adilette Aqua Swim Sandals/Slippers - Core Black,1451.0,1889.0,0.0023,https://www.jumia.com.eg/adidas-idas-dbf11-adilette-aqua-swim-sandalsslippers-core-black-51878585.html,adidas,AD537FS0YVQNBNAFAMZ,mixed,Unisex
ADIDAS ID8764 Galaxy 7 Running Shoes,2104.0,3599.0,0.0042,https://www.jumia.com.eg/adidas-id8764-galaxy-7-running-shoes-113435507.html,adidas,AD537FS2TJJVBNAFAMZ,textile,Unisex
ADIDAS IDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Core Black,2696.5,3329.0,0.0019,https://www.jumia.com.eg/adidas-idas-lut47-adilette-comfort-swim-sandalsslippers-core-black-51878598.html,adidas,AD537FS1HC6EFNAFAMZ,mixed,Unisex
ADIDAS Duramo RC2 Running Shoes,1987.0,3399.0,0.0042,https://www.jumia.com.eg/adidas-duramo-rc2-running-shoes-133753154.html,adidas,AD537FS2EERG5NAFAMZ,textile,Unisex
ADIDAS Breaknet Sleek Shoes Kids,1753.0,2999.0,0.0042,https://www.jumia.com.eg/adidas-breaknet-sleek-shoes-kids-133753136.html,adidas,AD537FS2P4KC5NAFAMZ,synthetic,Kids
